Process name,Flow name,Compartment,Amount,Normalized flow name,Normalized compartment
Bisphenol A,river water,,-0.0155610135197033,river water,
Bisphenol A,from grassland/pasture/meadow [Land transformation],,-1.55180840878042e-08,from grasslandpasturemeadow,
Bisphenol A,Water to turbine,,-0.0789579236840423,water to turbine,
Bisphenol A,ground water,,-0.00235813230643971,ground water,
Bisphenol A,"from arable, irrigated, intensive [Land transformation]",,-1.60968516066884e-22,"from arable,irrigated,intensive",
Bisphenol A,from permanent crops [Land transformation],,-1.75887534126103e-07,from permanent crops,
Bisphenol A,ground water,,-0.000618169494524745,ground water,
Bisphenol A,mineral extraction site [Land occupation],,-7.40736536006539e-09,mineral extraction site,
Bisphenol A,permanent crops [Land occupation],,-8.85795939051305e-05,permanent crops,
Bisphenol A,ground water,,-0.000386419920100698,ground water,
Bisphenol A,Water to turbine,,-0.000799202127935849,water to turbine,
Bisphenol A,river water,,-0.0224635133771607,river water,
Bisphenol A,river water,,-4.34998300230383,river water,
Bisphenol A,to permanent crops [Land transformation],,-1.75887534126103e-07,to permanent crops,
Bisphenol A,river water,,-0.00963519600815552,river water,
Bisphenol A,Water to turbine,,-0.0789557764458359,water to turbine,
Bisphenol A,"to forest, used [Land transformation]",,-1.07411990541851e-06,"to forest,used",
Bisphenol A,river water,,-0.00888879887731893,river water,
Bisphenol A,Water to turbine,,-22.53331173180422,water to turbine,
Bisphenol A,mineral extraction site [Land occupation],,-2.8260110959299e-10,mineral extraction site,
Bisphenol A,to shrub land [Land transformation],,-2.08057308422386e-08,to shrub land,
Bisphenol A,permanent crops [Land occupation],,-1.11178716235477e-06,permanent crops,
Bisphenol A,calcium [Non-renewable element resources from ground],,-4.42818777389665e-07,calcium,
Bisphenol A,sulfate [Non-renewable material resources from ground],,-3.074945302278262e-14,sulfate,
Bisphenol A,"from forest, natural [Land transformation]",,-2.67399358961823e-10,"from forest,natural",
Bisphenol A,from grassland/pasture/meadow [Land transformation],,-2.81221016377459e-09,from grasslandpasturemeadow,
Bisphenol A,lake water,,-0.00163441040827228,lake water,
Bisphenol A,Water to turbine,,-0.574598889277735,water to turbine,
Bisphenol A,"from forest, natural [Land transformation]",,-3.65555545373005e-10,"from forest,natural",
Bisphenol A,"to unspecified, natural [Land transformation]",,-8.054404730353e-07,"to unspecified,natural",
Bisphenol A,"from forest, used [Land transformation]",,-0.000307019225984505,"from forest,used",
Bisphenol A,mineral extraction site [Land occupation],,-7.30840899800041e-09,mineral extraction site,
Bisphenol A,"to arable, irrigated, intensive [Land transformation]",,-0.000391176952150729,"to arable,irrigated,intensive",
Bisphenol A,to shrub land [Land transformation],,-3.6977534601653e-07,to shrub land,
Bisphenol A,"from forest, used [Land transformation]",,-0.00133041872533314,"from forest,used",
Bisphenol A,ground water [Renewable material resources from water],,-11.0780751092168,ground water,
Bisphenol A,from shrub land [Land transformation],,-1.38581558722375e-08,from shrub land,
Bisphenol A,bauxite [Non-renewable material resources from ground],,-0.000139580943120672,bauxite,
Bisphenol A,to bare area [Land transformation],,-5.182093996613e-09,to bare area,
Bisphenol A,"to arable, non-irrigated, intensive [Land transformation]",,-0.00285064599796152,"to arable,non-irrigated,intensive",
Bisphenol A,ground water,,-0.000284417474833467,ground water,
Bisphenol A,Water to turbine,,-96.25432477633709,water to turbine,
Bisphenol A,to shrub land [Land transformation],,-3.47194608718528e-08,to shrub land,
Bisphenol A,"from forest, used [Land transformation]",,-0.000204679771305301,"from forest,used",
Bisphenol A,"to unspecified, natural [Land transformation]",,-2.88352621889086e-06,"to unspecified,natural",
Bisphenol A,"from arable, irrigated, intensive [Land transformation]",,-2.41703699679439e-07,"from arable,irrigated,intensive",
Bisphenol A,ground water,,-0.000570160140128611,ground water,
Bisphenol A,"to unspecified, natural [Land transformation]",,-4.08110831184338e-07,"to unspecified,natural",
Bisphenol A,sea water [Renewable material resources from water],,-5.87174534368127,sea water,
Bisphenol A,Water to turbine,,-0.02476395843925174,water to turbine,
Bisphenol A,"to forest, used [Land transformation]",,-0.000204679775319658,"to forest,used",
Bisphenol A,Water to turbine,,-0.00402404417977896,water to turbine,
Bisphenol A,"from forest, natural [Land transformation]",,-1.27484381882355e-08,"from forest,natural",
Bisphenol A,"arable, irrigated, intensive [Land occupation]",,-0.000344230488213449,"arable,irrigated,intensive",
Bisphenol A,"to forest, used [Land transformation]",,-0.000102339785571795,"to forest,used",
Bisphenol A,"to arable, irrigated, intensive [Land transformation]",,-0.000129086410567614,"to arable,irrigated,intensive",
Bisphenol A,river water,,-0.000875181200589786,river water,
Bisphenol A,stone [Non-renewable material resources from ground],,-0.000703388148679592,stone,
Bisphenol A,river water,,-0.00351833317810435,river water,
Bisphenol A,"to forest, used [Land transformation]",,-0.000921058925604562,"to forest,used",
Bisphenol A,"arable, non-irrigated, intensive [Land occupation]",,-8.89567170232217e-23,"arable,non-irrigated,intensive",
Bisphenol A,mineral extraction site [Land occupation],,-9.54139199326509e-09,mineral extraction site,
Bisphenol A,"from forest, used [Land transformation]",,-0.00163824358727512,"from forest,used",
Bisphenol A,Water to turbine,,-0.008603823746711503,water to turbine,
Bisphenol A,Water to turbine,,-2.909751505655242,water to turbine,
Bisphenol A,river water,,-0.057579771395575,river water,
Bisphenol A,to shrub land [Land transformation],,-2.10837332448413e-07,to shrub land,
Bisphenol A,Water to turbine,,-0.9774282463556242,water to turbine,
Bisphenol A,river water,,-0.00468611828225793,river water,
Bisphenol A,Water to turbine,,-15.9476922511775,water to turbine,
Bisphenol A,Water to turbine,,-0.36509353152375457,water to turbine,
Bisphenol A,"from forest, used [Land transformation]",,-0.000204679771305301,"from forest,used",
Bisphenol A,Water to turbine,,-0.8586390360749366,water to turbine,
Bisphenol A,mineral extraction site [Land occupation],,-1.38581558722375e-08,mineral extraction site,
Bisphenol A,lutetium [Non-renewable element resources from ground],,-9.38218187054219e-16,lutetium,
Bisphenol A,to shrub land [Land transformation],,-1.37109704925013e-07,to shrub land,
Bisphenol A,Water to turbine,,-0.1358718695880573,water to turbine,
Bisphenol A,ground water,,-0.356228174711168,ground water,
Bisphenol A,"from arable, irrigated, intensive [Land transformation]",,-0.000305336873119918,"from arable,irrigated,intensive",
Bisphenol A,ground water,,-1.04061139723073e-05,ground water,
Bisphenol A,from arable [Land transformation],,-5.00704052817438e-19,from arable,
Bisphenol A,Water to turbine,,-5.59483296172179,water to turbine,
Bisphenol A,"from unspecified, natural [Land transformation]",,-4.10324397735965e-07,"from unspecified,natural",
Bisphenol A,ground water,,-0.00337798641625309,ground water,
Bisphenol A,"forest, used [Land occupation]",,-0.000307019225984505,"forest,used",
Bisphenol A,mineral extraction site [Land occupation],,-2.39881672876035e-06,mineral extraction site,
Bisphenol A,"from forest, primary [Land transformation]",,-4.06788195953411e-07,"from forest,primary",
Bisphenol A,mineral extraction site [Land occupation],,-1.94880096062996e-10,mineral extraction site,
Bisphenol A,"forest, used [Land occupation]",,-0.00132884876737211,"forest,used",
Bisphenol A,"to unspecified, natural [Land transformation]",,-1.24405484902898e-06,"to unspecified,natural",
Bisphenol A,Water to turbine,,-4.699006720282552,water to turbine,
Bisphenol A,"from arable, non-irrigated, intensive [Land transformation]",,-1.06025843217477e-06,"from arable,non-irrigated,intensive",
Bisphenol A,river water,,-0.112565444628871,river water,
Bisphenol A,river water,,-0.0156247756684338,river water,
Bisphenol A,"forest, used [Land occupation]",,-0.000102339785571795,"forest,used",
Bisphenol A,"to forest, used [Land transformation]",,-0.000409359804286076,"to forest,used",
Bisphenol A,"from arable, irrigated, intensive [Land transformation]",,-0.00599933653622999,"from arable,irrigated,intensive",
Bisphenol A,"forest, used [Land occupation]",,-0.000204679775319658,"forest,used",
Bisphenol A,Water to turbine,,0.1480475543803385,water to turbine,
Bisphenol A,"from forest, used [Land transformation]",,-0.000204679775319658,"from forest,used",
Bisphenol A,lake water [Renewable material resources from water],,-0.178447934995314,lake water,
Bisphenol A,Water to turbine,,-0.04245764840599858,water to turbine,
Bisphenol A,river water,,-3.56781918025665e-06,river water,
Bisphenol A,"arable, irrigated, intensive [Land occupation]",,-2.41703699679439e-07,"arable,irrigated,intensive",
Bisphenol A,from wetlands [Land transformation],,-2.59739720117445e-07,from wetlands,
Bisphenol A,ground water,,-2.45648257693544e-08,ground water,
Bisphenol A,Water to turbine,,-0.458705903555641,water to turbine,
Bisphenol A,Water to turbine,,-2.987630320399683,water to turbine,
Bisphenol A,ground water,,-8.97449850914767e-05,ground water,
Bisphenol A,"from arable, irrigated, intensive [Land transformation]",,-0.000391176952150729,"from arable,irrigated,intensive",
Bisphenol A,from grassland [Land transformation],,-4.83660134564923e-17,from grassland,
Bisphenol A,praseodymium [Non-renewable element resources from ground],,-2.57102134033932e-12,praseodymium,
Bisphenol A,to shrub land [Land transformation],,-7.30840899800041e-09,to shrub land,
Bisphenol A,from agriculture [Land transformation],,-1.09109067643375e-12,from agriculture,
Bisphenol A,"arable, irrigated, intensive [Land occupation]",,-1.60965087784673e-22,"arable,irrigated,intensive",
Bisphenol A,mineral extraction site [Land occupation],,-1.46508688988631e-08,mineral extraction site,
Bisphenol A,Water to turbine,,-2.4180727761672,water to turbine,
Bisphenol A,"from unspecified, natural [Land transformation]",,-1.94880096062996e-10,"from unspecified,natural",
Bisphenol A,from permanent crops [Land transformation],,-8.85795937163676e-05,from permanent crops,
Bisphenol A,mineral extraction site [Land occupation],,-1.18944678494864e-06,mineral extraction site,
Bisphenol A,from shrub land [Land transformation],,-7.30840899800041e-09,from shrub land,
Bisphenol A,from grassland/pasture/meadow [Land transformation],,-7.90485468120937e-08,from grasslandpasturemeadow,
Bisphenol A,erbium [Non-renewable element resources from ground],,-1.40557688469469e-14,erbium,
Bisphenol A,ground water,,-0.00105161203743031,ground water,
Bisphenol A,"from arable, irrigated, intensive [Land transformation]",,-0.000297753160719268,"from arable,irrigated,intensive",
Bisphenol A,from permanent crops [Land transformation],,-1.11178716235477e-06,from permanent crops,
Bisphenol A,ground water,,-0.0264181588256318,ground water,
Bisphenol A,"arable, irrigated, intensive [Land occupation]",,-0.000129086871651581,"arable,irrigated,intensive",
Bisphenol A,from shrub land [Land transformation],,-2.88352621889086e-06,from shrub land,
Bisphenol A,barium sulfate [Non-renewable material resources from ground],,-9.47973941397426e-15,barium sulfate,
Bisphenol A,Water to turbine,,-1.507928488600981,water to turbine,
Bisphenol A,ground water,,-0.000809685625459155,ground water,
Bisphenol A,"from permanent crops, non-irrigated, extensive [Land transformation]",,-1.15318441405235e-07,"from permanent crops,non-irrigated,extensive",
Bisphenol A,primary energy from wind power [Renewable energy resources from air],,-0.435516421075709,primary energy from wind power,
Bisphenol A,gypsum [Non-renewable material resources from ground],,-0.000119882450986517,gypsum,
Bisphenol A,ground water,,-0.027653327491313,ground water,
Bisphenol A,river water,,-0.129127079069608,river water,
Bisphenol A,ground water,,-1.13040250043788e-05,ground water,
Bisphenol A,Water to turbine,,-0.2381639481620309,water to turbine,
Bisphenol A,"from forest, natural [Land transformation]",,-1.07411990541851e-06,"from forest,natural",
Bisphenol A,mineral extraction site [Land occupation],,-9.05885284760611e-06,mineral extraction site,
Bisphenol A,"from unspecified, natural [Land transformation]",,-2.8801738346214e-18,"from unspecified,natural",
Bisphenol A,mineral extraction site [Land occupation],,-4.08110831184338e-07,mineral extraction site,
Bisphenol A,ground water,,-1.02380243159149e-05,ground water,
Bisphenol A,"arable, irrigated, intensive [Land occupation]",,-0.000391176952150729,"arable,irrigated,intensive",
Bisphenol A,neodymium [Non-renewable element resources from ground],,-7.96491085308969e-12,neodymium,
Bisphenol A,Water to turbine,,-82.87377777680793,water to turbine,
Bisphenol A,to forest [Land transformation],,-8.1139399235754e-14,to forest,
Bisphenol A,dysprosium [Non-renewable element resources from ground],,-4.68524390035267e-14,dysprosium,
Bisphenol A,"forest, used [Land occupation]",,-0.000204679775319658,"forest,used",
Bisphenol A,Water to turbine,,-19.86967457633399,water to turbine,
Bisphenol A,permanent crops [Land occupation],,-1.75887534126103e-07,permanent crops,
Bisphenol A,"to forest, used [Land transformation]",,-0.000307019225984505,"to forest,used",
Bisphenol A,natural pumice [Non-renewable material resources from ground],,-1.93031299602371e-06,natural pumice,
Bisphenol A,to shrub land [Land transformation],,-2.59411418525691e-13,to shrub land,
Bisphenol A,"from forest, natural [Land transformation]",,-3.0349066339589e-06,"from forest,natural",
Bisphenol A,"forest, used [Land occupation]",,-0.000204679775319658,"forest,used",
Bisphenol A,ground water,,-0.0192531243270543,ground water,
Bisphenol A,mineral extraction site [Land occupation],,-1.37109704925013e-07,mineral extraction site,
Bisphenol A,river water,,-0.0534174997745609,river water,
Bisphenol A,ground water,,-0.000117406349018824,ground water,
Bisphenol A,Water to turbine,,-0.150689672773447,water to turbine,
Bisphenol A,Water to turbine,,-221.93057347525053,water to turbine,
Bisphenol A,mineral extraction site [Land occupation],,-3.54946161846725e-07,mineral extraction site,
Bisphenol A,mineral extraction site [Land occupation],,-1.00510778560851e-08,mineral extraction site,
Bisphenol A,potassium chloride [Non-renewable material resources from ground],,2.43657085301018e-10,potassium chloride,
Bisphenol A,"from arable, non-irrigated, intensive [Land transformation]",,-4.28400312913882e-11,"from arable,non-irrigated,intensive",
Bisphenol A,Water to turbine,,-0.4547367268482772,water to turbine,
Bisphenol A,river water,,-4.19529398108449,river water,
Bisphenol A,Water to turbine,,-0.0178397452676246,water to turbine,
Bisphenol A,"arable, irrigated, intensive [Land occupation]",,-7.92018903345325e-08,"arable,irrigated,intensive",
Bisphenol A,to shrub land [Land transformation],,-1.42589692303371e-06,to shrub land,
Bisphenol A,to bare area [Land transformation],,-1.86162154438023e-09,to bare area,
Bisphenol A,lake water,,-4.58311253615106e-06,lake water,
Bisphenol A,granite [Non-renewable material resources from ground],,-1.93983602966886e-21,granite,
Bisphenol A,river water,,-0.140338263452379,river water,
Bisphenol A,"from forest, used [Land transformation]",,-0.000102453812687596,"from forest,used",
Bisphenol A,Water to turbine,,-5.645654756204927,water to turbine,
Bisphenol A,to shrub land [Land transformation],,-1.15318441405235e-07,to shrub land,
Bisphenol A,mineral extraction site [Land occupation],,-5.41746385685711e-08,mineral extraction site,
Bisphenol A,mineral extraction site [Land occupation],,-1.81927928312864e-07,mineral extraction site,
Bisphenol A,sodium sulfate [Non-renewable material resources from ground],,-5.16646882159996e-14,sodium sulfate,
Bisphenol A,mineral extraction site [Land occupation],,-2.88352621889086e-06,mineral extraction site,
Bisphenol A,ground water,,-0.00599111171162616,ground water,
Bisphenol A,ground water,,-0.000237813899312749,ground water,
Bisphenol A,magnesite [Non-renewable material resources from ground],,-0.000319924247061606,magnesite,
Bisphenol A,"from forest, natural [Land transformation]",,-4.67427915071152e-13,"from forest,natural",
Bisphenol A,Water to turbine,,-0.13787961263163,water to turbine,
Bisphenol A,Water to turbine,,-8.55365333613846,water to turbine,
Bisphenol A,Water (rain water) [Renewable material resources from water],,-3.08005399052189,water,
Bisphenol A,cerium [Non-renewable element resources from ground],,-2.29282159408116e-11,cerium,
Bisphenol A,river water,,-0.00192364904177678,river water,
Bisphenol A,"to forest, used [Land transformation]",,-0.000102339785571795,"to forest,used",
Bisphenol A,samarium [Non-renewable element resources from ground],,-5.61055588919466e-13,samarium,
Bisphenol A,ground water,,-0.000147734773573592,ground water,
Bisphenol A,"to unspecified, natural [Land transformation]",,-3.65555545373005e-10,"to unspecified,natural",
Bisphenol A,mineral extraction site [Land occupation],,-8.054404730353e-07,mineral extraction site,
Bisphenol A,"forest, used [Land occupation]",,-0.000307019225984505,"forest,used",
Bisphenol A,arable [Land occupation],,-0.00206408375545697,arable,
Bisphenol A,Water to turbine,,-0.0326271975561479,water to turbine,
Bisphenol A,osmium [Non-renewable element resources from ground],,-1.43852134061637e-13,osmium,
Bisphenol A,ground water,,-3.69915515258903e-05,ground water,
Bisphenol A,"to arable, irrigated, intensive [Land transformation]",,-7.92018903345325e-08,"to arable,irrigated,intensive",
Bisphenol A,basalt [Non-renewable material resources from ground],,-2.94614755055439e-09,basalt,
Bisphenol A,"from forest, used [Land transformation]",,-0.000921413903823042,"from forest,used",
Bisphenol A,to shrub land [Land transformation],,-2.8260110959299e-10,to shrub land,
Bisphenol A,mineral extraction site [Land occupation],,-3.58984532887765e-10,mineral extraction site,
Bisphenol A,"from permanent crops, non-irrigated, extensive [Land transformation]",,-1.37109704925013e-07,"from permanent crops,non-irrigated,extensive",
Bisphenol A,river water,,-0.00686025211727221,river water,
Bisphenol A,ground water,,-4.80096757167084e-05,ground water,
Bisphenol A,from permanent crops [Land transformation],,-6.11684702546107e-06,from permanent crops,
Bisphenol A,to shrub land [Land transformation],,-8.27162026331638e-09,to shrub land,
Bisphenol A,lake water,,-0.00110755266910479,lake water,
Bisphenol A,"arable, non-irrigated, intensive [Land occupation]",,-1.06025843217477e-06,"arable,non-irrigated,intensive",
Bisphenol A,from shrub land [Land transformation],,-1.78362256604222e-07,from shrub land,
Bisphenol A,"from forest, used [Land transformation]",,-0.000204679775319658,"from forest,used",
Bisphenol A,carbon [Non-renewable material resources from ground],,-2.43291404188569e-10,carbon,
Bisphenol A,Water to turbine,,-22.79225522408887,water to turbine,
Bisphenol A,"from forest, used [Land transformation]",,-0.000409359804286076,"from forest,used",
Bisphenol A,colemanite [Non-renewable material resources from ground],,-1.21812138509911e-06,colemanite,
Bisphenol A,"to unspecified, natural [Land transformation]",,-1.78362256604222e-07,"to unspecified,natural",
Bisphenol A,"to forest, used [Land transformation]",,-0.000204679775319658,"to forest,used",
Bisphenol A,to shrub land [Land transformation],,-1.46508688988631e-08,to shrub land,
Bisphenol A,rhodium [Non-renewable element resources from ground],,-3.54011085434379e-13,rhodium,
Bisphenol A,mineral extraction site [Land occupation],,-3.039088786821e-06,mineral extraction site,
Bisphenol A,from grassland/pasture/meadow [Land transformation],,-1.0645792094691e-09,from grasslandpasturemeadow,
Bisphenol A,"to arable, irrigated, intensive [Land transformation]",,-0.000297753594387431,"to arable,irrigated,intensive",
Bisphenol A,to shrub land [Land transformation],,-5.41746385685711e-08,to shrub land,
Bisphenol A,river water,,-0.0113040136204431,river water,
Bisphenol A,"from forest, used [Land transformation]",,-0.000307019225984505,"from forest,used",
Bisphenol A,fluorspar [Non-renewable material resources from ground],,-4.74765059357513e-06,fluorspar,
Bisphenol A,river water,,-0.319239179086485,river water,
Bisphenol A,mineral extraction site [Land occupation],,-1.42589692303371e-06,mineral extraction site,
Bisphenol A,"from arable, non-irrigated, intensive [Land transformation]",,-4.1875290027527e-09,"from arable,non-irrigated,intensive",
Bisphenol A,"from forest, used [Land transformation]",,-0.000307019652175631,"from forest,used",
Bisphenol A,from grassland/pasture/meadow [Land transformation],,-2.10837332448413e-07,from grasslandpasturemeadow,
Bisphenol A,thulium [Non-renewable element resources from ground],,-4.68524390035267e-16,thulium,
Bisphenol A,"to arable, non-irrigated, intensive [Land transformation]",,-8.89567170232217e-23,"to arable,non-irrigated,intensive",
Bisphenol A,Water to turbine,,-0.0258342400705981,water to turbine,
Bisphenol A,"to forest, used [Land transformation]",,-0.000307019225984505,"to forest,used",
Bisphenol A,river water,,-0.0660698986739729,river water,
Bisphenol A,to shrub land [Land transformation],,-1.13914508192837e-07,to shrub land,
Bisphenol A,mineral extraction site [Land occupation],,-3.47194608718528e-08,mineral extraction site,
Bisphenol A,river water,,-0.00626626865651263,river water,
Bisphenol A,ytterbium [Non-renewable element resources from ground],,-9.38218187054219e-16,ytterbium,
Bisphenol A,Water to turbine,,-0.965225000995623,water to turbine,
Bisphenol A,from shrub land [Land transformation],,-9.54139199326509e-09,from shrub land,
Bisphenol A,river water,,-1.77753854415138e-06,river water,
Bisphenol A,"from forest, used [Land transformation]",,-0.000102374500123293,"from forest,used",
Bisphenol A,lake water,,-0.0013933726875613,lake water,
Bisphenol A,river water,,-0.130833962126793,river water,
Bisphenol A,"from arable, irrigated, intensive [Land transformation]",,-3.6977534601653e-07,"from arable,irrigated,intensive",
Bisphenol A,bentonite [Non-renewable material resources from ground],,-0.00175792161719235,bentonite,
Bisphenol A,river water,,-0.0944722697754745,river water,
Bisphenol A,"forest, used [Land occupation]",,-0.00122807815246605,"forest,used",
Bisphenol A,Water to turbine,,-0.1645854549209345,water to turbine,
Bisphenol A,river water,,-0.000207597032589591,river water,
Bisphenol A,Water to turbine,,-0.0106123113785796,water to turbine,
Bisphenol A,Pit Methane [Non-renewable energy resources from ground],,5.54169122798612e-08,pit methane,
Bisphenol A,Water to turbine,,-0.0884287082697995,water to turbine,
Bisphenol A,calcium chloride [Non-renewable material resources from ground],,-9.705888054764e-13,calcium chloride,
Bisphenol A,"from forest, natural [Land transformation]",,-2.96326926899828e-10,"from forest,natural",
Bisphenol A,mineral extraction site [Land occupation],,-4.67427915071152e-13,mineral extraction site,
Bisphenol A,clay [Non-renewable material resources from ground],,-0.000639811925212971,clay,
Bisphenol A,from shrub land [Land transformation],,-3.38180074583614e-08,from shrub land,
Bisphenol A,Water to turbine,,-8.149140705891481,water to turbine,
Bisphenol A,"to unspecified, natural [Land transformation]",,-2.96326926899828e-10,"to unspecified,natural",
Bisphenol A,natural aggregate [Non-renewable material resources from ground],,-0.0110168645130886,natural aggregate,
Bisphenol A,ground water,,-1.73783942389922e-05,ground water,
Bisphenol A,Water to turbine,,-0.84925751956217,water to turbine,
Bisphenol A,to shrub land [Land transformation],,-9.04334984331058e-06,to shrub land,
Bisphenol A,to shrub land [Land transformation],,-4.99411551781607e-14,to shrub land,
Bisphenol A,"from forest, natural [Land transformation]",,-1.42584161707493e-06,"from forest,natural",
Bisphenol A,primary energy from solar energy [Renewable energy resources from air],,-0.844817100902595,primary energy from solar energy,
Bisphenol A,river water,,-0.911050905615236,river water,
Bisphenol A,Use of renewable secondary fuels (RSF),,-8.340703317109e-23,use of renewable secondary fuels,
Bisphenol A,river water,,-7.78049496007769,river water,
Bisphenol A,ground water,,-0.00115042153613205,ground water,
Bisphenol A,"forest, used [Land occupation]",,-0.000921058958005057,"forest,used",
Bisphenol A,"from forest, used [Land transformation]",,-0.000409359799743183,"from forest,used",
Bisphenol A,ground water,,-0.000110187973813106,ground water,
Bisphenol A,river water,,-3.71358362330347e-05,river water,
Bisphenol A,pyrite [Non-renewable material resources from ground],,-3.51476327132577e-08,pyrite,
Bisphenol A,quartz sand [Non-renewable material resources from ground],,-0.00279545085384325,quartz sand,
Bisphenol A,"from forest, used [Land transformation]",,-0.00133150888181847,"from forest,used",
Bisphenol A,"from forest, used [Land transformation]",,-0.000307019226248773,"from forest,used",
Bisphenol A,"from arable, irrigated, intensive [Land transformation]",,-0.000344230119346275,"from arable,irrigated,intensive",
Bisphenol A,river water,,-0.00861543134891761,river water,
Bisphenol A,"forest, used [Land occupation]",,-0.000307019225984505,"forest,used",
Bisphenol A,ground water,,-0.0152716153310885,ground water,
Bisphenol A,mineral extraction site [Land occupation],,-1.0645792094691e-09,mineral extraction site,
Bisphenol A,ground water,,-0.00534332469162648,ground water,
Bisphenol A,ground water,,-0.0121750246237492,ground water,
Bisphenol A,mineral extraction site [Land occupation],,-1.78362256604222e-07,mineral extraction site,
Bisphenol A,air [Renewable material resources from air],,-16.5064336365355,air,
Bisphenol A,"from forest, natural [Land transformation]",,-1.00510778560851e-08,"from forest,natural",
Bisphenol A,"from arable, irrigated, intensive [Land transformation]",,-0.000115549544278282,"from arable,irrigated,intensive",
Bisphenol A,"to arable, irrigated, intensive [Land transformation]",,-0.000115549472000255,"to arable,irrigated,intensive",
Bisphenol A,Water to turbine,,-0.0725468475179774,water to turbine,
Bisphenol A,river water,,-0.00164094586434732,river water,
Bisphenol A,river water,,-0.00104265796722794,river water,
Bisphenol A,river water,,-0.0114139927679675,river water,
Bisphenol A,river water,,-0.00493586588609118,river water,
Bisphenol A,ground water,,-0.00443315069526322,ground water,
Bisphenol A,"to unspecified, natural [Land transformation]",,-3.58984532887765e-10,"to unspecified,natural",
Bisphenol A,Water to turbine,,-0.0013461776001338353,water to turbine,
Bisphenol A,permanent crops [Land occupation],,-6.11667131508445e-06,permanent crops,
Bisphenol A,river water,,-0.0116013705266456,river water,
Bisphenol A,ground water,,-0.000206638103116304,ground water,
Bisphenol A,soil [Non-renewable material resources from ground],,-0.00706502749873889,soil,
Bisphenol A,ground water,,-0.00694123087325387,ground water,
Bisphenol A,kaolin [Non-renewable material resources from ground],,-2.85349423563576e-06,kaolin,
Bisphenol A,"forest, used [Land occupation]",,-0.00163743814785838,"forest,used",
Bisphenol A,"to unspecified, natural [Land transformation]",,-1.38581558722375e-08,"to unspecified,natural",
Bisphenol A,river water,,-0.000899537738856973,river water,
Bisphenol A,baryte [Non-renewable material resources from ground],,6.80972389999865e-09,baryte,
Bisphenol A,river water,,-0.0742277102122682,river water,
Bisphenol A,"to forest, used [Land transformation]",,-3.09212964519452e-26,"to forest,used",
Bisphenol A,mineral extraction site [Land occupation],,-5.55023647524997e-09,mineral extraction site,
Bisphenol A,"to unspecified, natural [Land transformation]",,-1.13606911504718e-09,"to unspecified,natural",
Bisphenol A,"from forest, natural [Land transformation]",,-3.58984532887765e-10,"from forest,natural",
Bisphenol A,"from forest, used [Land transformation]",,-0.000307019225984505,"from forest,used",
Bisphenol A,ground water,,-0.00135115803245884,ground water,
Bisphenol A,"from arable, irrigated, intensive [Land transformation]",,-0.00012933929364389,"from arable,irrigated,intensive",
Bisphenol A,to shrub land [Land transformation],,-2.81221016377459e-09,to shrub land,
Bisphenol A,"from arable, non-irrigated, intensive [Land transformation]",,-4.99411551781607e-14,"from arable,non-irrigated,intensive",
Bisphenol A,"arable, irrigated, intensive [Land occupation]",,-0.000115549472000255,"arable,irrigated,intensive",
Bisphenol A,agriculture [Land occupation],,-1.54745375519111e-17,agriculture,
Bisphenol A,to shrub land [Land transformation],,-9.54139199326509e-09,to shrub land,
Bisphenol A,"forest, used [Land occupation]",,-0.000102339785571795,"forest,used",
Bisphenol A,from shrub land [Land transformation],,-1.46508688988631e-08,from shrub land,
Bisphenol A,"from permanent crops, non-irrigated, extensive [Land transformation]",,-5.97357314889004e-26,"from permanent crops,non-irrigated,extensive",
Bisphenol A,holmium [Non-renewable element resources from ground],,-9.38218187054219e-14,holmium,
Bisphenol A,"from forest, natural [Land transformation]",,-1.96789089630295e-06,"from forest,natural",
Bisphenol A,river water,,0.000196613209920238,river water,
Bisphenol A,river water,,-0.00221184391257666,river water,
Bisphenol A,Water to turbine,,-0.1030833105684471,water to turbine,
Bisphenol A,Use of non renewable secondary fuels (NRSF),,-9.79716900206497e-22,use of non renewable secondary fuels,
Bisphenol A,sodium nitrate [Non-renewable material resources from ground],,-3.68881176432807e-24,sodium nitrate,
Bisphenol A,"to unspecified, natural [Land transformation]",,-2.67399358961823e-10,"to unspecified,natural",
Bisphenol A,"arable, non-irrigated, intensive [Land occupation]",,-0.00285064600056645,"arable,non-irrigated,intensive",
Bisphenol A,mineral extraction site [Land occupation],,-8.61581900109724e-07,mineral extraction site,
Bisphenol A,"to arable, irrigated, intensive [Land transformation]",,-0.000344230488213449,"to arable,irrigated,intensive",
Bisphenol A,"to forest, used [Land transformation]",,-0.000409359804286076,"to forest,used",
Bisphenol A,"to forest, used [Land transformation]",,-0.000204679771305301,"to forest,used",
Bisphenol A,"to arable, irrigated, intensive [Land transformation]",,-2.41703699679439e-07,"to arable,irrigated,intensive",
Bisphenol A,primary energy from geothermics [Renewable energy resources from ground],,-0.00400366489338305,primary energy from geothermics,
Bisphenol A,from shrub land [Land transformation],,-2.05932870770327e-08,from shrub land,
Bisphenol A,"from arable, non-irrigated, intensive [Land transformation]",,-5.41746385685711e-08,"from arable,non-irrigated,intensive",
Bisphenol A,mineral extraction site [Land occupation],,-2.59411418525691e-13,mineral extraction site,
Bisphenol A,"to forest, used [Land transformation]",,-0.00163743795220924,"to forest,used",
